#license: https://creativecommons.org/publicdomain/zero/1.0/
#mapping_set_id: rda
#mapping_tool: https://w3id.org/linkml/
#creator_id: linkml_user
#mapping_date: 2022-02-02
#curie_map: 
# linkml: https://w3id.org/linkml/
# rda: https://example.org/rda/
# dcat: http://www.w3.org/ns/dcat#
# DDI: http://example.org/DDI/
# unknown: http://example.org/unknown/
# B2FIND: http://example.org/B2FIND/
# sosa: http://example.org/sosa/
# DATS: http://example.org/DATS/
# dc: http://purl.org/dc/elements/1.1/
# ISO19115-1: http://example.org/ISO19115-1/
# bioschemas: http://example.org/bioschemas/
# ECRIN: http://example.org/ECRIN/
# rdfs: http://www.w3.org/2000/01/rdf-schema#
# Datacite: http://example.org/Datacite/
# Dataverse: http://example.org/Dataverse/
# foaf: http://xmlns.com/foaf/0.1/
# dct: http://example.org/dct/
# CodeMeta: http://example.org/CodeMeta/
# dcterms: https://dublincore.org/specifications/dublin-core/dcmi-terms/#
# EOSC: http://example.org/EOSC/
# owl: http://www.w3.org/2002/07/owl#
subject_id	subject_label	predicate_id	predicate_modifier	object_id	object_label	match_type	subject_source	object_source	mapping_tool	confidence	subject_match_field	object_match_field	subject_category	object_category	match_string	comment
rda:keywords	keywords	skos:exactMatch		Dataverse:Subject		skos:exactMatch	rda									
rda:keywords	keywords	skos:exactMatch		DATS:keywords		skos:exactMatch	rda									
rda:keywords	keywords	skos:exactMatch		dcterms:subject		skos:exactMatch	rda									
rda:keywords	keywords	skos:exactMatch		bioschemas:keywords		skos:exactMatch	rda									
rda:keywords	keywords	skos:exactMatch		DDI:keywords		skos:exactMatch	rda									
rda:keywords	keywords	skos:exactMatch		CodeMeta:keywords		skos:exactMatch	rda									
rda:license	license	skos:exactMatch		dct:license		skos:exactMatch	rda									
rda:license	license	skos:exactMatch		dct:license		skos:exactMatch	rda									
rda:license	license	skos:exactMatch		dcterms:rights		skos:exactMatch	rda									
rda:license	license	skos:exactMatch		ISO19115-1:MD_Identification/resourceConstraints//reference/CI_Citation,		skos:exactMatch	rda									
rda:license	license	skos:exactMatch		EOSC:license		skos:exactMatch	rda									
rda:license	license	skos:exactMatch		DATS:licenses		skos:exactMatch	rda									
rda:license	license	skos:exactMatch		dcterms:rights		skos:exactMatch	rda									
rda:license	license	skos:exactMatch		bioschemas:license		skos:exactMatch	rda									
rda:license	license	skos:exactMatch		B2FIND:Rights		skos:exactMatch	rda									
rda:license	license	skos:exactMatch		DDI:rights		skos:exactMatch	rda									
rda:license	license	skos:exactMatch		ECRIN:Rights		skos:exactMatch	rda									
rda:license	license	skos:exactMatch		CodeMeta:license		skos:exactMatch	rda									
rda:measurementTechnique	measurementTechnique	skos:exactMatch		sosa:usedProcedure		skos:exactMatch	rda									
rda:measurementTechnique	measurementTechnique	skos:exactMatch		ISO19115-1:MD_Metadata/resourceLineage//statement		skos:exactMatch	rda									
rda:measurementTechnique	measurementTechnique	skos:exactMatch		EOSC:measurementTechniques		skos:exactMatch	rda									
rda:measurementTechnique	measurementTechnique	skos:exactMatch		bioschemas:measurementTechnique		skos:exactMatch	rda									
rda:measurementTechnique	measurementTechnique	skos:exactMatch		DDI:instrumentDevelopment		skos:exactMatch	rda									
rda:measurementTechnique	measurementTechnique	skos:exactMatch		sosa:usedProcedure		skos:exactMatch	rda									
rda:measurementTechnique	measurementTechnique	skos:exactMatch		ISO19115-1:MD_Metadata/resourceLineage//statement		skos:exactMatch	rda									
rda:measurementTechnique	measurementTechnique	skos:exactMatch		EOSC:measurementTechniques		skos:exactMatch	rda									
rda:measurementTechnique	measurementTechnique	skos:exactMatch		bioschemas:measurementTechnique		skos:exactMatch	rda									
rda:measurementTechnique	measurementTechnique	skos:exactMatch		DDI:instrumentDevelopment		skos:exactMatch	rda									
rda:measurementTechnique	measurementTechnique	skos:exactMatch		sosa:usedProcedure		skos:exactMatch	rda									
rda:measurementTechnique	measurementTechnique	skos:exactMatch		ISO19115-1:MD_Metadata/resourceLineage//statement		skos:exactMatch	rda									
rda:measurementTechnique	measurementTechnique	skos:exactMatch		EOSC:measurementTechniques		skos:exactMatch	rda									
rda:measurementTechnique	measurementTechnique	skos:exactMatch		bioschemas:measurementTechnique		skos:exactMatch	rda									
rda:measurementTechnique	measurementTechnique	skos:exactMatch		DDI:instrumentDevelopment		skos:exactMatch	rda									
rda:mentions	mentions	skos:exactMatch		dct:relation		skos:exactMatch	rda									
rda:mentions	mentions	skos:exactMatch		dct:relation		skos:exactMatch	rda									
rda:mentions	mentions	skos:exactMatch		ISO19115-1:MD_Identifcation/associatedResource/name/CI_Citation		skos:exactMatch	rda									
rda:mentions	mentions	skos:exactMatch		dcterms:relation		skos:exactMatch	rda									
rda:name	name	skos:exactMatch		dct:title		skos:exactMatch	rda									
rda:name	name	skos:exactMatch		dcterms:title		skos:exactMatch	rda									
rda:name	name	skos:exactMatch		Datacite:Title		skos:exactMatch	rda									
rda:name	name	skos:exactMatch		ISO19115-1:MD_Identification/citation//title(M)		skos:exactMatch	rda									
rda:name	name	skos:exactMatch		EOSC:name		skos:exactMatch	rda									
rda:name	name	skos:exactMatch		Dataverse:Title		skos:exactMatch	rda									
rda:name	name	skos:exactMatch		DATS:title		skos:exactMatch	rda									
rda:name	name	skos:exactMatch		dcterms:title		skos:exactMatch	rda									
rda:name	name	skos:exactMatch		bioschemas:name		skos:exactMatch	rda									
rda:name	name	skos:exactMatch		B2FIND:Title		skos:exactMatch	rda									
rda:name	name	skos:exactMatch		DDI:titl		skos:exactMatch	rda									
rda:name	name	skos:exactMatch		ECRIN:Object		skos:exactMatch	rda									
rda:name	name	skos:exactMatch		CodeMeta:name		skos:exactMatch	rda									
rda:producer	producer	skos:exactMatch		dcterms:contributor		skos:exactMatch	rda									
rda:producer	producer	skos:exactMatch		dcterms:contributor		skos:exactMatch	rda									
rda:producer	producer	skos:exactMatch		Datacite:contributor		skos:exactMatch	rda									
rda:producer	producer	skos:exactMatch		ISO19115-1:MD_Identification/citation//citedResponsibleParty//name		skos:exactMatch	rda									
rda:producer	producer	skos:exactMatch		Dataverse:Producer		skos:exactMatch	rda									
rda:producer	producer	skos:exactMatch		dcterms:contributor		skos:exactMatch	rda									
rda:producer	producer	skos:exactMatch		DDI:producer		skos:exactMatch	rda									
rda:producer	producer	skos:exactMatch		CodeMeta:producer		skos:exactMatch	rda									
rda:publisher	publisher	skos:exactMatch		dct:publisher		skos:exactMatch	rda									
rda:publisher	publisher	skos:exactMatch		dcterms:publisher		skos:exactMatch	rda									
rda:publisher	publisher	skos:exactMatch		Datacite:Publisher		skos:exactMatch	rda									
rda:publisher	publisher	skos:exactMatch		ISO19115-1:MD_Identification/citation//citedResponsibleParty//name		skos:exactMatch	rda									
rda:publisher	publisher	skos:exactMatch		Dataverse:Dataset		skos:exactMatch	rda									
rda:publisher	publisher	skos:exactMatch		dcterms:publisher		skos:exactMatch	rda									
rda:publisher	publisher	skos:exactMatch		B2FIND:Publisher		skos:exactMatch	rda									
rda:publisher	publisher	skos:exactMatch		DDI:publisher		skos:exactMatch	rda									
rda:publisher	publisher	skos:exactMatch		ECRIN:Publisher/		skos:exactMatch	rda									
rda:publisher	publisher	skos:exactMatch		CodeMeta:publisher		skos:exactMatch	rda									
rda:repeatFrequency	repeatFrequency	skos:exactMatch		dcterms:accrualPeriodicity		skos:exactMatch	rda									
rda:repeatFrequency	repeatFrequency	skos:exactMatch		dcterms:accrualPeriodicity		skos:exactMatch	rda									
rda:repeatFrequency	repeatFrequency	skos:exactMatch		ISO19115-1:MD_Metadata/distributionInfo//transferOptions//transferFrequency		skos:exactMatch	rda									
rda:repeatFrequency	repeatFrequency	skos:exactMatch		dcterms:accrualPeriodicity		skos:exactMatch	rda									
rda:sameAs	sameAs	skos:exactMatch		owl:sameAs		skos:exactMatch	rda									
rda:sameAs	sameAs	skos:exactMatch		Datacite:RelatedIdentifer(R)		skos:exactMatch	rda									
rda:sameAs	sameAs	skos:exactMatch		ISO19115-1:MD_Identification/citation//identifier//code		skos:exactMatch	rda									
rda:sameAs	sameAs	skos:exactMatch		EOSC:sameAs		skos:exactMatch	rda									
rda:sameAs	sameAs	skos:exactMatch		Dataverse:Alternative		skos:exactMatch	rda									
rda:sameAs	sameAs	skos:exactMatch		DATS:alternateIdentifier		skos:exactMatch	rda									
rda:sameAs	sameAs	skos:exactMatch		ECRIN:Related		skos:exactMatch	rda									
rda:sameAs	sameAs	skos:exactMatch		CodeMeta:sameAs		skos:exactMatch	rda									
rda:spatialCoverage	spatialCoverage	skos:exactMatch		dct:spatial		skos:exactMatch	rda									
rda:spatialCoverage	spatialCoverage	skos:exactMatch		dcterms:spatial		skos:exactMatch	rda									
rda:spatialCoverage	spatialCoverage	skos:exactMatch		Datacite:GeoLocation(R)		skos:exactMatch	rda									
rda:spatialCoverage	spatialCoverage	skos:exactMatch		ISO19115-1:MD_Identification/extent//geographicElement		skos:exactMatch	rda									
rda:spatialCoverage	spatialCoverage	skos:exactMatch		EOSC:spatialCoverage		skos:exactMatch	rda									
rda:spatialCoverage	spatialCoverage	skos:exactMatch		dcterms:coverage		skos:exactMatch	rda									
rda:spatialCoverage	spatialCoverage	skos:exactMatch		B2FIND:Spatial		skos:exactMatch	rda									
rda:spatialCoverage	spatialCoverage	skos:exactMatch		DDI:geogCover		skos:exactMatch	rda									
rda:subjectOf	subjectOf	skos:exactMatch		dcat:theme		skos:exactMatch	rda									
rda:subjectOf	subjectOf	skos:exactMatch		dcat:theme		skos:exactMatch	rda									
rda:subjectOf	subjectOf	skos:exactMatch		Datacite:Subject*		skos:exactMatch	rda									
rda:subjectOf	subjectOf	skos:exactMatch		ISO19115-1:MD_Identification/topicCategory		skos:exactMatch	rda									
rda:subjectOf	subjectOf	skos:exactMatch		dcat:theme		skos:exactMatch	rda									
rda:subjectOf	subjectOf	skos:exactMatch		dcat:theme		skos:exactMatch	rda									
rda:subjectOf	subjectOf	skos:exactMatch		Datacite:Subject*		skos:exactMatch	rda									
rda:subjectOf	subjectOf	skos:exactMatch		ISO19115-1:MD_Identification/topicCategory		skos:exactMatch	rda									
rda:temporalCoverage	temporalCoverage	skos:exactMatch		dct:temporal		skos:exactMatch	rda									
rda:temporalCoverage	temporalCoverage	skos:exactMatch		dcterms:temporal		skos:exactMatch	rda									
rda:temporalCoverage	temporalCoverage	skos:exactMatch		Datacite:Date		skos:exactMatch	rda									
rda:temporalCoverage	temporalCoverage	skos:exactMatch		ISO19115-1:MD_Identification/extent//temporalElement/extent/TM_Primitive		skos:exactMatch	rda									
rda:temporalCoverage	temporalCoverage	skos:exactMatch		EOSC:temporalCoverage		skos:exactMatch	rda									
rda:temporalCoverage	temporalCoverage	skos:exactMatch		Dataverse:Time		skos:exactMatch	rda									
rda:temporalCoverage	temporalCoverage	skos:exactMatch		dcterms:temporal		skos:exactMatch	rda									
rda:temporalCoverage	temporalCoverage	skos:exactMatch		B2FIND:Temporal		skos:exactMatch	rda									
rda:temporalCoverage	temporalCoverage	skos:exactMatch		DDI:temporal		skos:exactMatch	rda									
rda:url	url	skos:exactMatch		foaf:homepage		skos:exactMatch	rda									
rda:url	url	skos:exactMatch		dcat:endPointURL		skos:exactMatch	rda									
rda:url	url	skos:exactMatch		Datacite:valueURL		skos:exactMatch	rda									
rda:url	url	skos:exactMatch		ISO19115-1:distributionInfo//transferOptions//onLine//linkage		skos:exactMatch	rda									
rda:url	url	skos:exactMatch		EOSC:url		skos:exactMatch	rda									
rda:url	url	skos:exactMatch		DATS:identifier		skos:exactMatch	rda									
rda:url	url	skos:exactMatch		dc:identifier		skos:exactMatch	rda									
rda:url	url	skos:exactMatch		bioschemas:url		skos:exactMatch	rda									
rda:url	url	skos:exactMatch		DDI:accsPlac		skos:exactMatch	rda									
rda:url	url	skos:exactMatch		CodeMeta:url		skos:exactMatch	rda									
rda:variableMeasured	variableMeasured	skos:exactMatch		sosa:observedProperty		skos:exactMatch	rda									
rda:variableMeasured	variableMeasured	skos:exactMatch		ISO19115-1:MD_Metadata/contentInfo//featureCatalogue		skos:exactMatch	rda									
rda:variableMeasured	variableMeasured	skos:exactMatch		EOSC:variableMeasured		skos:exactMatch	rda									
rda:variableMeasured	variableMeasured	skos:exactMatch		DATS:dimensions		skos:exactMatch	rda									
rda:variableMeasured	variableMeasured	skos:exactMatch		bioschemas:variablesMeasured		skos:exactMatch	rda									
rda:variableMeasured	variableMeasured	skos:exactMatch		DDI:measure		skos:exactMatch	rda									
rda:version	version	skos:exactMatch		owl:versionInfo		skos:exactMatch	rda									
rda:version	version	skos:exactMatch		owl:versionInfo		skos:exactMatch	rda									
rda:version	version	skos:exactMatch		Datacite:Version		skos:exactMatch	rda									
rda:version	version	skos:exactMatch		ISO19115-1:MD_Identification/citation//edition		skos:exactMatch	rda									
rda:version	version	skos:exactMatch		EOSC:version		skos:exactMatch	rda									
rda:version	version	skos:exactMatch		Dataverse:Version		skos:exactMatch	rda									
rda:version	version	skos:exactMatch		DATS:version		skos:exactMatch	rda									
rda:version	version	skos:exactMatch		bioschemas:version		skos:exactMatch	rda									
rda:version	version	skos:exactMatch		DDI:version		skos:exactMatch	rda									
rda:version	version	skos:exactMatch		ECRIN:version		skos:exactMatch	rda									
rda:version	version	skos:exactMatch		CodeMeta:version		skos:exactMatch	rda									
